ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,fullAddress,gcode,latitude,longitude
84M284,M,1,M284,HARLEM CHILDREN'S ZONE/PROMISE ACADEMY CHARTER SCH,K-12 all grades,2,5,84,35 EAST 125TH STREET,NY,10035,Tonya White/Dennis McKesey,212-368-3470,212-289-0661,"0K,01,02,03,04,05,06,07,10,11",MANHATTAN,"35 EAST 125TH STREET, NY, 10035","35 E 125th St, New York, NY 10035, USA",40.8061879,-73.9410797
05M285      ,M,1,M285,HARLEM RENAISSANCE HIGH SCHOOL,High school,1,5,5,22 EAST 128 STREET,NY,10035,Nadav Zeimer,212-996-3795,212-996-4354,"09,10,11,12,SE",MANHATTAN,"22 EAST 128 STREET, NY, 10035","22 E 128th St, New York, NY 10035, USA",40.80780439999999,-73.9399775
05M286      ,M,1,M286,I.S. M286 RENAISSANCE MILITARY LEADERSHIP ACADEMY,Junior High-Intermediate-Middle,1,5,5,509 WEST 129 STREET,NY,10027,QADIR BEN DIXON,212-690-5972,212-694-4124,"06,07,08,SE",MANHATTAN,"509 WEST 129 STREET, NY, 10027","509 W 129th St, New York, NY 10027, USA",40.8156813,-73.95577449999999
02M288      ,M,1,M288,FOOD AND FINANCE HIGH SCHOOL,High school,1,2,2,525 WEST  50TH STREET,NY,10019,ROGER TURGEON,212-586-2943,212-586-4205,"09,10,11,12,SE",MANHATTAN,"525 WEST  50TH STREET, NY, 10019","525 W 50th St, New York, NY 10019, USA",40.76563840000001,-73.9931036
02M289      ,M,1,M289,I.S. 289,Junior High-Intermediate-Middle,1,2,2,201 WARREN STREET,NY,10282,ELLEN FOOTE,212-571-9268,212-587-6610,"06,07,08,SE",MANHATTAN,"201 WARREN STREET, NY, 10282","201 Warren St, New York, NY 10282, USA",40.7169119,-74.01359699999999
02M290      ,M,1,M290,P.S. 290 MANHATTAN NEW SCHOOL,Elementary,1,2,2,311 EAST  82 STREET,NY,10028,SHARON HILL,212-734-7127,212-772-8879,"0K,01,02,03,04,05,SE",MANHATTAN,"311 EAST  82 STREET, NY, 10028","311 E 82nd St, New York, NY 10028, USA",40.7751576,-73.9528356
01M292      ,M,1,M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,Secondary School,1,1,1,220 HENRY STREET,NY,10002,Erin Balet,212-406-9411,212-406-9417,"06,07,08,09,10,11,12,SE",MANHATTAN,"220 HENRY STREET, NY, 10002","220 Henry St, New York, NY 10002, USA",40.7134455,-73.9860332
06M293      ,M,1,M293,CITY COLLEGE ACADEMY OF THE ARTS,Secondary School,1,6,6,4600 BROADWAY,NY,10040,Bernadette Drysdale,212-567-3164,212-567-3958,"06,07,08,09,10,11,SE",MANHATTAN,"4600 BROADWAY, NY, 10040","4600 Broadway, New York, NY 10040, USA",40.8608344,-73.9300119
02M294      ,M,1,M294,ESSEX STREET ACADEMY,High school,1,2,2,350 GRAND STREET,NY,10002,Erin Carstensen,212-475-4773,212-674-2058,"09,10,11,12,SE",MANHATTAN,"350 GRAND STREET, NY, 10002","350 Grand St, New York, NY 10002, USA",40.7173452,-73.9892929
02M296      ,M,1,M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,High school,1,2,2,525 WEST  50TH STREET,NY,10019,MATTHEW CORALLO,212-586-1819,212-586-2713,"09,10,11,12,SE",MANHATTAN,"525 WEST  50TH STREET, NY, 10019","525 W 50th St, New York, NY 10019, USA",40.76563840000001,-73.9931036
02M298      ,M,1,M298,PACE HIGH SCHOOL,High school,1,2,2,100 HESTER STREET,NY,10002,YVETTE SY,212-334-4663,212-334-4919,"09,10,11,12,SE",MANHATTAN,"100 HESTER STREET, NY, 10002","100 Hester St, New York, NY 10002, USA",40.7161943,-73.9933849
03M299      ,M,1,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",High school,1,3,3,122 AMSTERDAM AVENUE,NY,10023,STEPHEN NOONAN,212-799-4064,212-799-4171,"09,10,11,12,SE",MANHATTAN,"122 AMSTERDAM AVENUE, NY, 10023","122 Amsterdam Ave, New York, NY 10023, USA",40.7748463,-73.9856659
02M300      ,M,1,M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",High school,1,2,2,525 WEST  50TH STREET,NY,10019,Matthew Willoughby,212-586-0981,212-586-1731,"09,10,11,12,SE",MANHATTAN,"525 WEST  50TH STREET, NY, 10019","525 W 50th St, New York, NY 10019, USA",40.76563840000001,-73.9931036
01M301      ,M,1,M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",Junior High-Intermediate-Middle,1,1,1,185 1 AVENUE,NY,10003,GEORGE MORGAN,212-982-1836,212-982-0528,"06,07,08,SE",MANHATTAN,"185 1 AVENUE, NY, 10003","185 1st Ave., New York, NY 10003, USA",40.7298349,-73.9842426
05M302      ,M,1,M302,KAPPA IV,Junior High-Intermediate-Middle,1,5,5,6 EDGECOMBE AVENUE,NY,10030,BRIONY CARR,212-690-4963,212-690-8056,"06,07,08,SE",MANHATTAN,"6 EDGECOMBE AVENUE, NY, 10030","6 Edgecombe Ave, New York, NY 10030, USA",40.8174596,-73.94714139999999
02M303      ,M,1,M303,"FACING HISTORY SCHOOL, THE",High school,1,2,2,525 WEST  50TH STREET,NY,10019,"SMITH, GILLIAN",212-757-2680,212-757-2156,"09,10,11,12,SE",MANHATTAN,"525 WEST  50TH STREET, NY, 10019","525 W 50th St, New York, NY 10019, USA",40.76563840000001,-73.9931036
05M304      ,M,1,M304,MOTT HALL HIGH SCHOOL,High school,1,5,5,6 EDGECOMBE AVENUE,NY,10030,Altagracia Villalona,212-690-5501,212-690-5047,"09,10,11,12,SE",MANHATTAN,"6 EDGECOMBE AVENUE, NY, 10030","6 Edgecombe Ave, New York, NY 10030, USA",40.8174596,-73.94714139999999
02M305      ,M,1,M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",High school,1,2,2,350 GRAND STREET,NY,10002,DAVID GLASNER,212-505-0745,212-674-8021,"09,10,11,12,SE",MANHATTAN,"350 GRAND STREET, NY, 10002","350 Grand St, New York, NY 10002, USA",40.7173452,-73.9892929
03M307      ,M,1,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",High school,1,3,3,122 AMSTERDAM AVENUE,NY,10023,CORDELIA VEVE,212-501-1110,212-580-0156,"09,10,11,12,SE",MANHATTAN,"122 AMSTERDAM AVENUE, NY, 10023","122 Amsterdam Ave, New York, NY 10023, USA",40.7748463,-73.9856659
02M308      ,M,1,M308,LOWER MANHATTAN ARTS ACADEMY,High school,1,2,2,350 GRAND STREET,NY,10002,JOHN WENK,212-505-0143,212-674-8021,"09,10,11,12,SE",MANHATTAN,"350 GRAND STREET, NY, 10002","350 Grand St, New York, NY 10002, USA",40.7173452,-73.9892929
06M311      ,M,1,M311,AMISTAD DUAL LANGUAGE SCHOOL,K-8,1,6,6,4862 BROADWAY,NY,10034,MIRIAM PEDRAJA,212-544-8021,212-569-7765,"0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"4862 BROADWAY, NY, 10034","4862 Broadway, New York, NY 10034, USA",40.8662865,-73.9239496
02M312      ,M,1,M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,Junior High-Intermediate-Middle,1,2,2,333 WEST  17 STREET,NY,10011,MEGAN ADAMS,212-691-6119,212-691-6219,"06,07,08,SE",MANHATTAN,"333 WEST  17 STREET, NY, 10011","333 W 17th St, New York, NY 10011, USA",40.74250989999999,-74.0022418
02M313      ,M,1,M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION",High school,1,2,2,351 WEST  18 STREET,NY,10011,Elijah Hawkes,212-627-2812,212-627-9803,"09,10,11,12,SE",MANHATTAN,"351 WEST  18 STREET, NY, 10011","351 W 18th St, New York, NY 10011, USA",40.7432281,-74.002426
06M314      ,M,1,M314,MUSCOTA,Elementary,1,6,6,4862 BROADWAY,NY,10034,CAMILLE WALLIN,212-544-0614,212-544-2678,"0K,01,02,03,04,05,SE",MANHATTAN,"4862 BROADWAY, NY, 10034","4862 Broadway, New York, NY 10034, USA",40.8662865,-73.9239496
01M315      ,M,1,M315,THE EAST VILLAGE COMMUNITY SCHOOL,Elementary,1,1,1,610 EAST  12 STREET,NY,10009,ROBIN WILLIAMS,212-982-0682,212-260-4012,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"610 EAST  12 STREET, NY, 10009","610 E 12th St, New York, NY 10009, USA",40.7277257,-73.9783818
02M316      ,M,1,M316,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,",High school,1,2,2,26 BROADWAY,NY,10004,PATRICIA MINAYA,212-668-0169,212-668-0635,"09,10,11,12,SE",NEW YORK,"26 BROADWAY, NY, 10004","26 Broadway, New York, NY 10004, USA",40.7052022,-74.0131655
05M318      ,M,1,M318,THURGOOD MARSHALL ACADEMY LOWER SCHOOL,Elementary,1,5,5,276 WEST 151ST STREET,NY,10039,SEAN DAVENPORT,212-368-8731,212-368-8641,"0K,01,02,03,04,05",MANHATTAN,"276 WEST 151ST STREET, NY, 10039","276 W 151st St, New York, NY 10039, USA",40.8258675,-73.9378107
06M319      ,M,1,M319,M.S. 319 - MARIA TERESA,Junior High-Intermediate-Middle,1,6,6,21 JUMEL PLACE,NY,10032,YSIDRO ABREU,212-923-3827,212-923-3676,"06,07,08,SE",MANHATTAN,"21 JUMEL PLACE, NY, 10032","21 Jumel Pl, New York, NY 10032, USA",40.839456,-73.9357066
84M320,M,1,M320,MANHATTAN CHARTER SCHOOL,Elementary,2,1,84,100 ATTORNEY STREET,NY,10002,Genie DePolo,212-533-2743,212-533-2820,"0K,01,02,03,04,05",MANHATTAN,"100 ATTORNEY STREET, NY, 10002","100 Attorney St, New York, NY 10002, USA",40.7182566,-73.98401299999999
06M322      ,M,1,M322,MIDDLE SCHOOL 322,Junior High-Intermediate-Middle,1,6,6,4600 BROADWAY,NY,10040,ERICA ZIGELMAN,212-304-0853,212-567-3016,"06,07,08,SE",MANHATTAN,"4600 BROADWAY, NY, 10040","4600 Broadway, New York, NY 10040, USA",40.8608344,-73.9300119
06M324      ,M,1,M324,M.S. 324 - PATRIA,Junior High-Intermediate-Middle,1,6,6,21 JUMEL PLACE,NY,10032,JANET HELLER,212-923-4057,212-923-4626,"06,07,08,SE",MANHATTAN,"21 JUMEL PLACE, NY, 10032","21 Jumel Pl, New York, NY 10032, USA",40.839456,-73.9357066
06M325      ,M,1,M325,P.S. 325,Elementary,1,6,6,500 WEST 138 STREET,NY,10031,Gary H. Cruz,212-234-1335,212-234-2022,"0K,01,02,03,04,05,SE",MANHATTAN,"500 WEST 138 STREET, NY, 10031","500 W 138th St, New York, NY 10031, USA",40.8210016,-73.9533407
06M326      ,M,1,M326,M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,Junior High-Intermediate-Middle,1,6,6,401 WEST 164 STREET,NY,10032,SHARON WEISSBROT,917-521-1875,917-521-1750,"06,07,08,SE",MANHATTAN,"401 WEST 164 STREET, NY, 10032","401 W 164th St, New York, NY 10032, USA",40.8369119,-73.9374121
06M328      ,M,1,M328,M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC,Junior High-Intermediate-Middle,1,6,6,401 WEST 164 STREET,NY,10032,JORGE ESTRELLA,917-521-2508,917-521-7797,"06,07,08,SE",MANHATTAN,"401 WEST 164 STREET, NY, 10032","401 W 164th St, New York, NY 10032, USA",40.8369119,-73.9374121
84M329,M,1,M329,HARLEM LINK CHARTER SCHOOL,Elementary,2,3,84,20 WEST 112 STREET,NY,10026,Steven Evangelista/Margare*,212-289-3249,212-289-3686,"0K,01,02,03,04,05,SE",MANHATTAN,"20 WEST 112 STREET, NY, 10026","20 W 112th St, New York, NY 10026, USA",40.7984949,-73.9498493
84M330,M,1,M330,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,Elementary,2,1,84,442 EAST HOUSTON STREET,NY,10002,Anne Lackritz/Ian Rowe,212-388-0241,212-388-1086,"0K,01,02,03,04,05,06,SE",MANHATTAN,"442 EAST HOUSTON STREET, NY, 10002","442 E Houston St, New York, NY 10002, USA",40.7198989,-73.9773555
01M332      ,M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,1,1,220 HENRY STREET,NY,10002,Laura Peynado,212-267-5701,212-349-8224,"06,07,08,SE",MANHATTAN,"220 HENRY STREET, NY, 10002","220 Henry St, New York, NY 10002, USA",40.7134455,-73.9860332
03M333      ,M,1,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,K-8,1,3,3,154 WEST  93 STREET,NY,10025,SUSAN RAPPAPORT,212-222-1450,212-222-1828,"0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"154 WEST  93 STREET, NY, 10025","154 W 93rd St, New York, NY 10025, USA",40.7912562,-73.9711111
03M334      ,M,1,M334,THE ANDERSON SCHOOL,K-8,1,3,3,100 WEST  77 STREET,NY,10024,JODI HYDE,212-595-7193,212-496-2854,"0K,01,02,03,04,05,06,07,08",MANHATTAN,"100 WEST  77 STREET, NY, 10024","100 W 77th St, New York, NY 10024, USA",40.7810978,-73.97809649999999
84M335,M,1,M335,LEADERSHIP VILLAGE ACADEMY CHARTER SCHOOL,Secondary School,2,4,84,2351 1ST AVENUE,NY,10035,Sam Fragomeni,646-812-9400,212-996-1626,"05,06,07,08,09,10",MANHATTAN,"2351 1ST AVENUE, NY, 10035","2351 1st Ave., New York, NY 10035, USA",40.7992798,-73.93391609999999
84M336,M,1,M336,KIPP INFINITY CHARTER SCHOOL,K-12 all grades,2,5,84,625 WEST 133 STREET,NY,10027,Joseph Negron,212-991-2600,212-234-8396,"0K,05,06,07,08,09,10,SE",MANHATTAN,"625 WEST 133 STREET, NY, 10027","625 W 133rd St, New York, NY 10027, USA",40.81970159999999,-73.9567465
84M337,M,1,M337,NEW YORK CITY CENTER FOR AUTISM CHARTER SCHOOL,Ungraded,2,4,84,433 EAST 100 STREET,NY,10029,Julie Fisher,212-860-2580,212-860-2960,"0K,02,03,04,05,06,07,09,SE",MANHATTAN,"433 EAST 100 STREET, NY, 10029","433 E 100th St, New York, NY 10029, USA",40.78518,-73.9410682
84M341,M,1,M341,HARLEM CHILDREN'S ZONE/PROMISE ACADEMY II,Elementary,2,5,84,2005 MADISON AVENUE,NY,10035,Kathleen Fernald/Sheryl Ra*,917-492-1481,917-492-1576,"0K,01,02,03,04,05,06",MANHATTAN,"2005 MADISON AVENUE, NY, 10035","2005 Madison Ave, New York, NY 10035, USA",40.80706259999999,-73.9388293
01M345      ,M,1,M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LA",Junior High-Intermediate-Middle,1,1,1,220 HENRY STREET,NY,10002,JUDITH DE LOS SANTOS,212-227-0762,212-577-9785,"06,07,08,SE",MANHATTAN,"220 HENRY STREET, NY, 10002","220 Henry St, New York, NY 10002, USA",40.7134455,-73.9860332
02M347      ,M,1,M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,K-8,1,2,2,223 EAST 23 STREET,NY,10010,David Bowell,917-326-6609,,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"223 EAST 23 STREET, NY, 10010","223 E 23rd St, New York, NY 10010, USA",40.7387769,-73.9814014
06M348      ,M,1,M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,Secondary School,1,6,6,511 WEST 182ND STREET,NY,10033,BRETT KIMMEL,212-781-0524,212-781-0742,"06,07,08,09,10,11,SE",MANHATTAN,"511 WEST 182ND STREET, NY, 10033","511 W 182nd St, New York, NY 10033, USA",40.8490987,-73.9311063
84M351,M,1,M351,HARLEM SUCCESS ACADEMY 1 CHARTER SCHOOL,Secondary School,2,3,84,34 WEST 118 STREET,NY,10026,Jackie Albers,646-277-7170,212-457-5659,"0K,01,02,03,04,05,SE",MANHATTAN,"34 WEST 118 STREET, NY, 10026","34 W 118th St, New York, NY 10026, USA",40.803013,-73.9482546
84M353,M,1,M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,Secondary School,2,6,84,1818 AMSTERDAM AVENUE,NY,10031,Lisa Hackett/Kaye Houlihan,212-283-5400,212-283-9999,"05,06,07,08,09,10,11,12",MANHATTAN,"1818 AMSTERDAM AVENUE, NY, 10031","1818 Amsterdam Ave, New York, NY 10031, USA",40.8286152,-73.9454018
01M361      ,M,1,M361,THE CHILDREN'S WORKSHOP SCHOOL,Elementary,1,1,1,610 EAST  12 STREET,NY,10009,MARIA VELEZ CLARKE,212-614-9531,212-614-9462,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"610 EAST  12 STREET, NY, 10009","610 E 12th St, New York, NY 10009, USA",40.7277257,-73.9783818
05M362      ,M,1,M362,COLUMBIA SECONDARY SCHOOL,Junior High-Intermediate-Middle,1,5,5,425 WEST 123 STREET,NY,10027,Gary Biester,212-666-1278,212-666-3805,"06,07,08,09,SE",MANHATTAN,"425 WEST 123 STREET, NY, 10027","425 W 123rd St, New York, NY 10027, USA",40.810687,-73.95606099999999
01M363      ,M,1,M363,NEIGHBORHOOD SCHOOL,Elementary,1,1,1,121 EAST  3 STREET,NY,10009,MILO NOVELO,212-387-0195,212-387-0198,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"121 EAST  3 STREET, NY, 10009","121 E 3rd St, New York, NY 10009, USA",40.7244069,-73.9862627
01M364      ,M,1,M364,EARTH SCHOOL,Elementary,1,1,1,600 EAST  6 STREET,NY,10009,ALISON GAIL HAZUT,212-477-1735,212-477-2396,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"600 EAST  6 STREET, NY, 10009","600 E 6th St, New York, NY 10009, USA",40.7238456,-73.9817633
05M367      ,M,1,M367,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Secondary School,1,5,5,509 WEST 129 STREET,NY,10027,Rhokeisha Ford,212-234-3102,212-234-8597,"06,07,08,09,10,11,12,SE",MANHATTAN,"509 WEST 129 STREET, NY, 10027","509 W 129th St, New York, NY 10027, USA",40.8156813,-73.95577449999999
05M369      ,M,1,M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,High school,1,5,5,509 WEST 129 STREET,NY,10027,FIA DAVIS,212-234-4631,212-234-4975,"09,10,11,12,SE",MANHATTAN,"509 WEST 129 STREET, NY, 10027","509 W 129th St, New York, NY 10027, USA",40.8156813,-73.95577449999999
04M372      ,M,1,M372,ESPERANZA PREPATORY ACADEMY,Junior High-Intermediate-Middle,1,4,4,240 EAST 109 STREET,NY,10029,Alex Estrella,212-722-6507,212-722-6717,"06,07,08,SE",MANHATTAN,"240 EAST 109 STREET, NY, 10029","240 E 109th St, New York, NY 10029, USA",40.792727,-73.9421359
02M374      ,M,1,M374,GRAMERCY ARTS HIGH SCHOOL,High school,1,2,2,40 IRVING PLACE,NY,10003,DENISE DICARLO,212-253-7076,212-253-8095,"09,10,11,12,SE",NEW YORK,"40 IRVING PLACE, NY, 10003","40 Irving Pl, New York, NY 10003, USA",40.73518079999999,-73.9870892
04M375      ,M,1,M375,MOSAIC PREPARATORY ACADEMY,Elementary,1,4,4,141 EAST 111 STREET,NY,10029,LISETTE CAESAR,212-722-3109,212-722-3167,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"141 EAST 111 STREET, NY, 10029","141 E 111th St, New York, NY 10029, USA",40.7959016,-73.9446616
02M376      ,M,1,M376,NYCISCHOOL,High school,1,2,2,131 AVENUE OF THE AMERICAS,NY,10013,Alisa Berger,917-237-7300,212-219-0743,"09,10,11,SE",MANHATTAN,"131 AVENUE OF THE AMERICAS, NY, 10013","131 6th Ave, New York, NY 10013, USA",40.7246823,-74.0050859
04M377      ,M,1,M377,RENAISSANCE SCHOOL OF THE ARTS,Junior High-Intermediate-Middle,1,4,4,410 EAST 100 STREET,NY,10029,TAMMY PATE,212-369-1564,212-369-1693,"06,07,08,SE",MANHATTAN,"410 EAST 100 STREET, NY, 10029","410 E 100th St, New York, NY 10029, USA",40.7851753,-73.9424573
01M378      ,M,1,M378,SCHOOL FOR GLOBAL LEADERS,Junior High-Intermediate-Middle,1,1,1,145 STANTON STREET,NY,10002,CARRY CHAN,212-260-5375,212-260-7386,"06,07,08,SE",MANHATTAN,"145 STANTON STREET, NY, 10002","145 Stanton St, New York, NY 10002, USA",40.720088,-73.9860332
04M381      ,M,1,M381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,Junior High-Intermediate-Middle,1,4,4,240 EAST 109 STREET,NY,10029,LUIS GENAO,212-289-4204,212-289-4301,"06,07,08,SE",MANHATTAN,"240 EAST 109 STREET, NY, 10029","240 E 109th St, New York, NY 10029, USA",40.792727,-73.9421359
84M382,M,1,M382,DREAM CHARTER SCHOOL,Early Childhood,2,4,84,232 EAST 103 STREET,NY,10029,Eve Colavito,212-722-0232,212-348-5979,"0K,01,02,03,SE",MANHATTAN,"232 EAST 103 STREET, NY, 10029","232 E 103rd St, New York, NY 10029, USA",40.7886777,-73.9448453
84M385,M,1,M385,HARLEM SUCCESS ACADEMY 3 CHARTER SCHOOL,Early Childhood,2,4,84,141 EAST 111 STREET,NY,10029,Emily Rodriguez,646-747-6700,646-478-9492,"0K,01,02,03,SE",MANHATTAN,"141 EAST 111 STREET, NY, 10029","141 E 111th St, New York, NY 10029, USA",40.7959016,-73.9446616
84M388,M,1,M388,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,Junior High-Intermediate-Middle,2,5,84,222 WEST 134 STREET,NY,10030,Ventura Rodriguez,212-283-1204,212-283-1207,"05,06,07,08,SE",MANHATTAN,"222 WEST 134 STREET, NY, 10030","222 W 134th St, New York, NY 10030, USA",40.8148226,-73.94594740000001
02M400      ,M,1,M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,High school,1,2,2,448 WEST 56 STREET,NY,10019,Shirley H. Matthews,212-262-8113,212-262-0702,"09,10,11,12,SE",NEW YORK,"448 WEST 56 STREET, NY, 10019","448 W 56th St, New York, NY 10019, USA",40.7680319,-73.988604
75M401      ,X,2,M401,HOSPITAL SCHOOLS,K-12 all grades,1,8,75,3450 EAST TREMONT AVENUE,NY,10465,MARY MAHER,718-794-7260,718-794-7263,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",BRONX,"3450 EAST TREMONT AVENUE, NY, 10465","3450 E Tremont Ave, Bronx, NY 10465, USA",40.8318689,-73.8276624
02M407      ,M,1,M407,INSTITUTE FOR COLLABORATIVE EDUCATION,Secondary School,1,2,2,345 EAST  15TH STREET,NY,10003,JOHN PETTINATO,212-475-7972,212-475-0459,"06,07,08,09,10,11,12",MANHATTAN,"345 EAST  15TH STREET, NY, 10003","345 E 15th St, New York, NY 10003, USA",40.732689,-73.98258969999999
02M408      ,M,1,M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,Secondary School,1,2,2,328 WEST  48 STREET,NY,10036,KEITH RYAN,212-247-8652,212-247-7514,"06,07,08,09,10,11,12",MANHATTAN,"328 WEST  48 STREET, NY, 10036","328 W 48th St, New York, NY 10036, USA",40.761226,-73.9886092
02M412      ,M,1,M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,High school,1,2,2,333 WEST  17 STREET,NY,10011,BROOKE JACKSON,212-691-6119,212-691-2147,"09,10,11,12,SE",MANHATTAN,"333 WEST  17 STREET, NY, 10011","333 W 17th St, New York, NY 10011, USA",40.74250989999999,-74.0022418
02M413      ,M,1,M413,SCHOOL OF THE FUTURE HIGH SCHOOL,Secondary School,1,2,2,127 EAST  22 STREET,NY,10010,STACY PAIGE GOLDSTEIN,212-475-8086,212-475-9273,"06,07,08,09,10,11,12,SE",MANHATTAN,"127 EAST  22 STREET, NY, 10010","127 E 22nd St, New York, NY 10010, USA",40.7391109,-73.9853486
02M414      ,M,1,M414,N.Y.C. MUSEUM SCHOOL,High school,1,2,2,333 WEST  17 STREET,NY,10011,DARLENE MILLER,212-675-6206,212-675-6524,"09,10,11,12,SE",MANHATTAN,"333 WEST  17 STREET, NY, 10011","333 W 17th St, New York, NY 10011, USA",40.74250989999999,-74.0022418
03M415      ,M,1,M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,Secondary School,1,3,3,215 WEST 114 STREET,NY,10026,HERMA HALL,212-749-5800,212-749-6463,"06,07,08,09,10,11,12,SE",MANHATTAN,"215 WEST 114 STREET, NY, 10026","215 W 114th St, New York, NY 10026, USA",40.8025744,-73.95414029999999
02M416      ,M,1,M416,ELEANOR ROOSEVELT HIGH SCHOOL,High school,1,2,2,411 EAST 76 STREET,NY,10021,DIMITRI SALIANI,212-772-1220,212-772-1440,"09,10,11,12",MANHATTAN,"411 EAST 76 STREET, NY, 10021","411 E 76th St, New York, NY 10021, USA",40.7702849,-73.9532948
02M418      ,M,1,M418,MILLENNIUM HIGH SCHOOL,High school,1,2,2,75 BROAD STREET,NY,10004,ROBERT RHODES,212-825-9008,212-825-9095,"09,10,11,12,SE",MANHATTAN,"75 BROAD STREET, NY, 10004","75 Broad St, New York, NY 10004, USA",40.70473,-74.0114523
02M419      ,M,1,M419,LANDMARK HIGH SCHOOL,High school,1,2,2,351 WEST  18 STREET,NY,10011,TREVOR NAIDOO,212-647-7410,212-647-7416,"09,10,11,12,SE",MANHATTAN,"351 WEST  18 STREET, NY, 10011","351 W 18th St, New York, NY 10011, USA",40.7432281,-74.002426
02M420      ,M,1,M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI,High school,1,2,2,345 EAST  15TH STREET,NY,10003,ROBERT GENTILE,212-780-9175,212-979-7261,"09,10,11,12,SE",MANHATTAN,"345 EAST  15TH STREET, NY, 10003","345 E 15th St, New York, NY 10003, USA",40.732689,-73.98258969999999
02M425      ,M,1,M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,High school,1,2,2,90 TRINITY PLACE,NY,10006,LAWRENCE PENDERGAST,212-346-0007,212-346-0612,"09,10,11,12,SE",MANHATTAN,"90 TRINITY PLACE, NY, 10006","90 Trinity Pl, New York, NY 10006, USA",40.708961,-74.01243099999999
02M429      ,M,1,M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,High school,1,2,2,34 WEST  14 STREET,NY,10011,JOAN MOSELY,212-645-1980,212-645-2596,"09,10,11,12,SE",MANHATTAN,"34 WEST  14 STREET, NY, 10011","34 W 14th St, New York, NY 10011, USA",40.7365216,-73.99550860000001
04M435      ,M,1,M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,High school,1,4,4,260 PLEASANT AVENUE,NY,10029,JOSE DAVID JIMENEZ,212-876-4639,212-996-5946,"09,10,11,12,SE",MANHATTAN,"260 PLEASANT AVENUE, NY, 10029","260 Pleasant Ave, New York, NY 10029, USA",40.7940732,-73.93290520000001
02M439      ,M,1,M439,MANHATTAN VILLAGE ACADEMY,High school,1,2,2,43 WEST  22 STREET,NY,10010,HECTOR GEAGER,212-242-8752,212-242-7630,"09,10,11,12,SE",MANHATTAN,"43 WEST  22 STREET, NY, 10010","43 W 22nd St, New York, NY 10010, USA",40.7419328,-73.9922313
02M440      ,M,1,M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,High school,1,2,2,351 WEST  18 STREET,NY,10011,Lisa Ostrom,212-675-5350,212-255-5701,"09,10,11,12,SE",MANHATTAN,"351 WEST  18 STREET, NY, 10011","351 W 18th St, New York, NY 10011, USA",40.7432281,-74.002426
